,Text
10205,bu yasima kadar sadece oyuncak bebegim oldu sene once oyuncaklar bukadar imkanlar bukadar yuksek degildi simdiki cocuklar gibi sansli degildik cocukken hep icimde olan yapmak istedigim hayalim kizim olursa kocaman bebek alip onunla beraber oynamakti suan kizim aylik kazanmayi hem onun icin hemde kendim icin istiyorum bebegi ona yasgununde kocaman hediye paketinde vermek istiyorum
10206,isiniz gucunuz hikaye
10207,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10208,hobaa
10209,sevgili telekom oncelikle omrumu yedin avea demek istiyorum bayiden telefon almak icin islem yaptim karisiklik olustu iptal edin ben baska cihaz almak istiyorum dedim yok iptal edemeyiz allah allah telefonu almadim imza atmadim lakin alacaksin musteri hizmetlerini aradim alacaksin istersen sozlesmeyi iptal ederim ilk fatura tum bedeli odersin yuh telefona daha surmedim sistemden islemi iptal edecek yetkili yok ben bulamadim cihazi almadim sozlesmeyi imzalamadim ama hop faturama ilk taksidi yansitmislar kalite musteri memnuniyeti anlayamadim bunlar kablolari resmen bize dosuyorlar tane faturali hattim var hepsi nafile memleket fiberlense olur beni magdur ettikten sonra
10210,turkcell tam kaltak ya :d
10211,dogal urunler kullanmak hem sagligima hemde dogaya zarar vermeden muthis urunlerle hayatin tadina varmak keyifli yasamin doruklarina ulasimimi saglamak icin gunesin sicakligindan kendimi korumak evimde ruzgar havasini estirecek muthis urunler dolu bende tencereye kepce dalmak istiyorum
10212,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
10213,numara istiyorsunuz ama mesaj atinca takmiyorsunuz turk telekom bey
10214,guzel reklam olmus
10215,ayni sorunu bende aliyordum sim kartimi uyumlu olan baska telefona taktim hazir yazip yolladim kabul etti sonra tekrar kendi telefonuma taktim ayni mesaji yolladim cozuldu
10216,ryzenli modeller var cikti piyasaya
10217,biri şu turkcell reklamını yayından kaldırsın
10218,cekmiyoooorrrr birakin isleri yazik yazikk
10219,dunya durdu benim icin minicik eller ayaklar simdiye kadar guzel tarifsiz duyguyu hic yasamadim canimdan can gelmis dunyanin guzel melegi annesinin tatli kuzusu gelmis kokusu omre bedel yavrum varligina bin sukur
10220,merhaba sebeke ici gorusme suresi turk telekom yonune yapacaginiz aramalar icin gecerlidir
10221,onumuzden gittiler tesekkurler teknosa
10222,the color soooo awesome
10223,midem bulandi sizden turk telekom
10224,aydir defalarca farkli farkli birimleri aramama ragmen bana cevap verilmedigi gibi bende size cevap vermeme hakkimi kullanip arti burdan yazarak sizleri kinamaya devam edecegim
10225,vestel servisinden memnun kaldim ilgileri icin tesekkur ederim
10226,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
10227,sebeke sorunu cozun hey turktelekom
10228,"btk, turkcell’e 11 kampanyadan ceza kesti"
10229,hayirli huzurlu aksami dilegiyle
10230,olmamis turnuva adana var bursa yok
10231,iyi gunler
10232,dun turkcelle tepkilerimizden sonra bugün turkcell twittera sponsor olmuş. ne tesadüf değil mi ? :)
10233,gyi acinca telefon cekmiyo nasil becerebildiniz yuksek teknolojinizle bilmiyoricum ama ben donmek istiyorum
10234,turk telekom gibi senin allah belani versin cekmiyo
10235,telefonu taahhut iptali icin neredeyse olacak hala telekom iade yapmadi kadar ilgisiz firma yaziklar olsun size
10236,yildir daire internet icin alt yapi bekliyor rica ediyorum iletisim icin telefon istemeyiniz defa telefon adres vermekten biktik
10237,eh ne demişler hayat paylaşınca güzel
10238,helal olsun vestel
10239,sehrin gobeginde yapiyoruz testi turkcell larda gezerken benim hat lere cikiyor
10240,sarj aletimi is yerinde unuttum. avea'min sms'i bitti. yedek hat turkcell'e attirdigim 20 tl de gelmedi. ortada kalakaldim.
10241,malum okullar aciliyor okul icin masrafimiz var okul icin tum ihtiyaclari karsilamanin kolay yolu gittigidiyor karsilamak icin ceki kazanmak istiyorum
10242,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
10243,ilk denemede yakaladim deplasman formasi hadi bakalim simdi onlar dusunsun
10244,*dur bi mesaj atıyımda sevgilisinden geldi zannetsin eheheheh  -turkcell
10245,aydir internetim telefonum calismiyor fatura kesiyorsun telekom
10246,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
10247,tam anne yani besik urun sayesinde bebegin tum gece ufak sesinde annesi yaninda bebek huzurlu anne mutlu
10248,"ya birakin su kampanya ayaklarini da 3g'nizi, istanbulun merkezinde telinizin cekmemesi sorunlarina yonelin!"
10249,bugün kadının biri turkcell e girip kontür satılıyor mu? dedi. şaka gibi yaa :d
10250,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10251,hangi gunler ama
10252,superonline :)
10253,ne oldu? 8 günde 10bin  çisi korkuttu mu seni?
10254,a bakasana biiiiii
10255,icinizdeki genclik atesini sondurmeyin' desem bu size  cok mu gnctrkcll gelir?fikirlerinizi duymak isterim?tekrara dusmek gibi mi geliyor?
10256,#turkcell ve #vodafone şu iphone paketlerini açıklayın artık.
10257,kapali hatta yuklenmis gibi gosterip kredi kartimdan calan operator turk telekom
10258,paranla galaxy note alamıyorsun bu ne iştir arkadaş! illa turkcell faturalı hattım mı olmak zorunda!?
10259,"turkcell'in çekmesi için gerçekten de baz istasyonu kurulması gerekiyormuş,,,"
10260,#superonline fiber internet 'in adil kullanım haksızlığına sessiz kalmayın. emsal karar çıktı:   rt!
10261,#hayattansogutanseyler uykunun en guzel yerinde turkcell'den mesaj gelmesi.
10262,neresi fiber urfanin gobegindeyim sebeke cekmiyor
10263,ozmnn turkcell cok eslilikten yana..
10264,bosuna ceza yemiyor teknosa
10265,2011 yilinin en iyi reklam yapan gsm operatoru  ( kullaniyorum)
10266,turk telekom hatti boka yaramiyor daha kullanmayacak
10267,sacma olmus
10268,tv aldik mukemmel
10269,teknosa super magaza
10270,sizin fiber gucunuzun ben icine iyice icine ettiniz
10271,az gacin urdan bigun beni katil edecek yerin dibindeki netiniz
10272,gubban olim sifatiza fiberiniz sizin olsun telefon ceksin yeter lutfen diyirim bak
10273,turk telekoma gecmeyi dusununlerin dikkatine sariyer subenize defa gidip defa olmus babamin hattini iptal icin dilekce verdigim halde tum belgeler tam hat hala calisiyor call centerdan surekli telefon aliyoruz parayi odememiz gerektigine dair vefat etmis olan yakinima hassasiyet gostermemenizi gectim yasal olarak verdigim dilekceyi defa kabul etmeyerek olmus insanin kullan madigi hatta fatura kesmeye devam ediyorsunuz call center sube sorumluluk aliyor ikisi birbirine yonlendiriyor hicbir sey icin tesekkur ederim facebookta boyle seyler paylasacak insanlardan olacagimi dusunmezdim ama musteri memnuniyetine vermediginiz degeri insanlar gorsun istedim saygilar
10274,i̇yiki bi nar paketimiz bitti turkcell 10 saniyede 3 mesaj attı
10275,turkcell partileri herzaman mukemmeldir :) istanbul'da da bizi costurdun ;)
10276,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10277,malatyanin merkezinde ben sikntilari yasiyorum internetiniz kullanamiyorum fiberinden bahsediyosunz
10278,vay vay vay
10279,"internet paketim var, sms paketim var, daha ne diye liralarımı sömürüyosun gerizekalı turkcell?"
10280,$u eskı tahoe ler kadar sevdıgım ba$ka 4 ceker arac yok sanırım
10281,sizin yuzunuzden takim gol atamayacak lann
10282,insanlari kandirmaya utanmiyormsunuz turk telekom
10283,abdulbaki ozturk dogru diyor yeri geliyor cektigi zaman bile ses kalitesi dusmuyor
10284,ariyorum hatlarinizi papagan gibi ezberlemis kac bilginin disinda pok bilmeyen elemanlar muhatap oluyorummmmmmmmmm
10285,merhaba eger benim dediklerimi yaparsan yarin sana sey olacak gozlerini actiginda daha iyi gun geciriceksin bunu okumadan once dilek tut dileginim gerceklesmesi icin bunu begen bunu yere paylas son olarak sabirla yarini bekle
10286,sehir merkezinde daha dogru duzgun cekmiyor birde sacmaliga inanacagiz
10287,oglum yarin matematik sinavin var televizyon izliyorum baba oglum yarin matematik sinavin var yemek yiyorum baba oglum bakkala gidecen yarin matematik sinavim var baba sakin okuma erkek aksam okuldan gelir gelmez bilgisayari acmis bilgisayar acilir acilmaz annen oldu demis diger odaya bakinca annesini olu bulunmus annesini seytan isirmis bilgisayara seytan girmis eger sen annenin olmesini istemiyorsan yere paylas ozur dilerim mecburum bikere okudum okumasam kesinlikle boyle birsey yapmamsana okuma dedik dimi yapistirsimdi yere yaklasik saat once begen cocuk bilgisiyarinda oynarken yaziyi gormus hic kafasina takmamis saat sonra ruhlar tarafindan bicaklanmis hic biyerinden kan akmamis evinde sadece odada ses cikiyormus inanmayanlara ibret olsun sende inanmassan saat icinde ruhlari gorebilirsin bunu yorumun altina yapistir yoksa saat icinde ruhlari goreceksin
10288,tipten kaybetmis ama
10289,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
10290,aldiginiz lisans ortada hizindan bahsediyorsunuz
10291,dalga geciyorsunuz yukarida hepsini belirttim gursan aksoy telefon salonumda koli var saat icinde montaj icin soz verdiniz servisten begum hanim hafta sonraya gun veriyor lutfen cozun
10292,benim tekrar turkcell'e geçesim var. böyle kendimi çok yalnız hissediyorum kimse mesaj atmıyo artık :(
10293,allah sizi etsin bilmem yalova gobeginde niz yok siz diger illerde ediyorsunuz onu merak ediyorum elmalik koyu merkeze merkez koy gelinde nizin olmayisini gorun kaldi g
10294,biraz isiniyor ama interneti hizi oldukca iyi menusunde kolay
10295,allahtan yok fiber netmis yok daha hizli olacakmis siz once telefon cekmeyen yerlerde telefonu cektirin sonra fiber hizli nete gecersiniz aradim gecen gun size geri donus saglanacak dediniz geriye aradilar sonra bulundugunuz yere verici dikilmesi lazim dediler onu bende biliyorum bana lafla degil icraatla gelin bende turk telekom avea memnun kalayim hep reklam hep reklam
10296,turknetten gecis icin net aradim tamam diyerek siz seyle ugrasmayacaksiniz diyererek talebimi aldillar simdide kendi kendilerine iptal ettirdikleri sabit numaram olmadigi icin internet hizmetini kullanmayacagimi iletiyorlar biizim aklimizla dalga geciyor kurum acil magduriyetimin gidierilmesini istiyorum
10297,bende vodafone smart var yildir kullaniyorum sikintilari oluyor oluyor tabii donma fln ama daha hic servise gitmedi
10298,sanirim turkcell beni kazikladi
10299,vodafone cepnet and turkcell vınn kamu :(
10300,bundan daha guzel bir haber olamaz! turkcell'in baz istasyonu sokuluyor! sukurler olsun! her kimin emegi varsa binlerce kez tesekkurler:))))
10301,elimde i̇phone olsaydı size ne güzel resimler yolardım vermediniz ki:((
10302,bu turkcell'in hiç işi gücü yok mu ? sürekli bana çalışıyor :d:d
10303,peki reklam butcesinin yuksek olmasi reklamin basarili olacagini garanti eder tabii hayir duygu yaraticilik inandiricilik fazlasiyla eksik ozcan deniz cola reklamindan sonra gordugum kotu reklam kotusu dans nedir
10304,merhaba kampanyaya kayit olduktan sonra kampanya gecerlilik tarihi boyunca tek seferde her uzeri yuklemelerinde gun suresince gece sabah saatleri arasinda yurt ici cepten ucretsiz internet hakki tanimlanir tesekkurler
10305,kardesim ttnet gelmedimi hiz
10306,o kadar guzel reklam yapmislarki kumda kosuyor ama telefondaki cim pistte kosuyor yaratici sirket
10307,super
10308,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
10309,bu arada tarifedeki dakikam internet bitsin aninda vodafone gecicem
10310,yeni islemci k videolari artik saniyede kare cekebilmesi fps agir cekim videolar olusturmak mumkun ayrica artik cekimde saniyede kare cekimdeyse saniyede kare yakalanabilecek ghz kullanan urun gelistirilmis dijital goruntu sabitleme hero kiyaslandiginda artik dusuk isik kosullarinda daha fazla performans tum kosullarda daha iyi goruntu kalitesi vadediliyor stabilizasyon iyi video cekiminde titresim yok olmus sanki gimbal cekim yapmis gibisi oluyorsun eger maddi durumun iyise hero tavsiye ederim
10311,adil kullanim kotasi duzenleme yapin yada kaldirin zaten dusuk hizl aliyoruz uploadim simdiden tesekkurler akk kalksin zaman herkes turktelekomlu olur zaten turk telekom
10312,bugun nisan sakasi olarak kolonya sisesine iseyip kizlara kolonya diye dagitmamin yil donumu zaman cabuk geciyor
10313,arkaslar ayni emrahin yazdigi gibi yollayin geliyor ben yaptim geldi faturali veya faturasiz farketmiyor
10314,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
10315,imza işlemez bunlara vazgeçmezler turkcel sevdalarından
10316,kazigin boylesi
10317,gundur eve neti tivibuyu baglayamadiniz randevu verip gelmiyorsunuz telekom mudurlugunu ariyoruz cevap dahi vermiyorlar hizmet kaliteniz
10318,turk telekom aglama duvari olmus burasi yavas internetin var cekmiyosun bunu anla turk telekom
10319,koca firmasiniz guya aydr tablet parasini alamadim kadar fakirsiniz
10320,benim aynisi oldu kardesim ugrastim baya btk uzerinden basvuru yaptim turk telekom bana sonuc olarak dedigi evim internet dagitim merkezine uzakmis alt yapi kablolarim eskiymis yuzden bana verebilecekleri hiz hizmis boyle bahaneleri var resmen evimi tasi diyorlar bana ben turkiyenin buyuk ili olan konya merkezde oturuyorum gerisini sen hesap hic ugrasma vodafone net gec hem daha ucuz hem turk telekom olan tahhut bedelini oduyorlar arastir derim
10321,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
10322,bence superonline
10323,orduspor hector cuper i takimin basina getirecekmis. christian vieri ve hernan crespo'yu da turkcell super lig'den emekli ederiz artik.
10324,iddaa numarasi adami takip eden hergun kazaniyor kacirmayin arkadaslar
10325,turkiyenin yuz karasi ttelekom umarim yakinda batarsin
10326,ben zaten direkt olarak gecmistim vodafone
10327,merhaba belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
10328,sevgili telekom oncelikle omrumu yedin avea demek istiyorum bayiden telefon almak icin islem yaptim karisiklik olustu iptal edin ben baska cihaz almak istiyorum dedim yok iptal edemeyiz allah allah telefonu almadim imza atmadim lakin alacaksin musteri hizmetlerini aradim alacaksin istersen sozlesmeyi iptal ederim ilk fatura tum bedeli odersin yuh telefona daha surmedim sistemden islemi iptal edecek yetkili yok ben bulamadim cihazi almadim sozlesmeyi imzalamadim ama hop faturama ilk taksidi yansitmislar kalite musteri memnuniyeti anlayamadim bunlar kablolari resmen bize dosuyorlar tane faturali hattim var hepsi nafile memleket fiberlense olur beni magdur ettikten sonra
10329,*133# turkcell şebeke servisleri hakkında bazı bilgiler
10330,"orda durumlar nasıl sertap +tecavüze uğradım hakan , ama olsun hayat paylaşınca güzel, lalalalalalalala :)))"
10331,reklamdan icimiz disimiza cikti artik bole sacma reklamda olmaz biraz mantikli bisi yapin sekilde dusunen tek benmiyim bilmiyorum
10332,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
10333,buyur canim benim
10334,van selimbeyde oturuyorum normal sebeke bile sorunlu telefon cekmiyor her yerden
10335,kredi kartina taksit yani
10336,saygilar turk telekom
10337,"işe bak!  reklam için aramış, ulaşamayıp ses kaydını sesli mesaj bırakmış.  dinleme ücreti kesti benden! fiyasko!"
10338,biri fiber gucmu dedi birde yanlislikla kapadiginiz hatlari acabilseniz hadi actiniz hafta sonra musteri birde arama yapabilse teknolojinin tavan yaptigi zamanda fiberlik avea telekom beyy
10339,mustafa taspinar osman bostan bulut kalyoncu esrin sari tenes ozer kayhan
10340,aydir talebim heryere ulasti size ulasmiyor nedense sakin ozelden mesaj atmayin butun sinir uclarimi diken diken ediyorsunuz
10341,vestel venus aldim alali hafta oldu gayet memnunum tesekkurler vestel
10342,iste sorun orda yenisini biraz iyi yapsinlar madem
10343,kucugunu kullaniyorum harika disko donuyor
10344,ora neresi
10345,bursa ili nilufer ilcesi kultur mahallesi bolu sokak nolu binanin altina adet fiber kutu koydunuz bundan yaklasik taaa bucuk sene once gelen var giden var fiber hatti acmak icin fiber neti vermeyecektiniz madem kutuyu sus olsun diyemi koydunuz oraya
10346,tivibu kullaniyorum yaklasik yildir devamli yayin donuyor internetimin hizini gerekmedigi halde belki duzelir diye kadar cikardim defa ariza kaydi biraktim her sefer problem duzeldi sikayetinizi kapatiyoruz diyorlar biraz bekleyin gun izleyeyim diyorum yok diyorlar sonra donma aynen devam biktim artik kaldi taahhutum bitsin kapattiracagim sakin almayin musteri hizmetleride tam felekat zaten olayi ortbas etmek sorumluluktan kurtulmak icin calisiyorlar cozmek icin degil
10347,gece saat basladi mucizem ama bekledigim gibi kolay degildi acilen sezaryen dendi bebegim gelirken ben kanamayi durduramadiklari icin ertesi gun ogleden sonra kendime geldim gozumu yarim acabildim her yanim agriyor doktorum yeniden ameliyat diyor ama ben kizimi gormek istedim kirmayip gorsun dedi hemsire getirip kucagima alinca sadece beynim onu doyur diyor hicbir yerimde agri yoktu gercek mucize oldu kanamam durdu ben ameliyat olmadan ciktim simdi nefesim yanimda ama babasini kaybettik biz kisi tek yurek ayaktayiz mucizelere devam diyoruz
10348,daha yeni gectim turk telekoma gectigim gibi rezil ettiler yani helal olsun tercih etmeyin arkadaslar bunlar boyle yapmadiginiz sey icin ucret kesiyorlar diyorlar baris bey indirim yapilir faturaniza kadar servislere girmisseniz diyorlar
10349,merhaba eren soybakis belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
10350,reklama ronaldo geldi daha oynatmadiniz kim kaldi bilmem ama faturalar yukselecek onu biliyorum
10351,mesajlarımın iletilmeyişine de iyice sinir olmaya başladım. batarsın inşallah turkcell!
10352,oyle cevap yazdim tcell'e.size ihtiyacim yok diye.
10353,iddaa numarasi adami takip eden hergun kazaniyor kacirmayin arkadaslar sayfasina bakmaniz yeterli milyarlari kazandiriyor hergun
10354,bi coca cola bi de turkcell zaten reklam işini bilen
10355,megabit deyip megabit kullandiriyorsunuz hani fibernet diyordunuz nerde
10356,eğer hattınız turkcell ise yalnız değilsiniz demektir. yoksa hergün düzenli olarak kim mesaj gönderir.
10357,ne mutlu turkum diyene
10358,anladiginiz buysa keske fiberlemeseydiniz daha beter oldu sizin yuzunuzden baska operatore geciyorum istanbul gobeginde telefon internet cekmez oldu
10359,turkcell superonline
10360,selam evin dahisi atli sayifayi ilk begenen kisiye ozel not yolancaktir bana yolandi sizde hemen sayifayi begenip paylasin not kazanin
10361,pahali telefonlar biraz dusurun fiyatlari
10362,buyurun bende gelmek istiyorummm
10363,i̇şte karşınızda turkcell'in ışık hızında 3g bağlantısı. muhteşem!
10364,yalan denemek istermisiniz deyip parayi rahat alabilme uydurmasi eskisindende yavas turkcellinki
10365,aydir hattimiz baglanmadi diye buraya yaziyorum hic umursayan yok ankara hat baglanmamasi yillari hatirlatti bana
10366,facebookta anasayfada dolasirken yanlislikla anasayfamda cikan linke tikladim akabinde onay farkli adim olmadan rasiyle cep telefonumaturk telekom kolayode islemi basariyla gerceklesti joliess aboneliginiz basladi hattinizdan gunluk abonelik ucreti alindi iptal icin iptal joliess yazip gonder sizin tarafinizdan mobil faturaniza yansitmak istediginiz turk telekom mobil odeme isleminiz basari gerceklesmistir seklinde smsler aldim musteri hizmetlerinizi arayarak hemen konuyu ilettim sikayet kaydim olusturuldu ancak cagri kaydimda mevcut oldugu uzere faturama herhangi tutar yansimasi halinde konu tarafimca yasal yollara intikal edecektir ben hayatimda boyle sacmalik gormedim siz nasil olurda dolandirici olan oldugu belirsiz firma ilgili aksiyon almazsiniz nasil onlenmez durum internette suru sikayet var konuyla ilgili
10367,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
10368,küstüm #turkcell.
10369,dur bi mesaj atalimda sevgilisinden geldi sansin -turkcell
10370,kac defa numarami yazmam gerekiyor
10371,ya birakin turk telekomu bunlar daha musterilerin hatlarina sahip cikamiyolar
10372,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10373,iphone bundan ucuz hem daha kaliteli siz iphonenin fiyatlarinida gectiniz d
10374,reklamlari buyuk hizmetleri kucuk turk telekom reklamlara harcadiginiz paranin kismini musteri memnuniyeti icin ayirsaydiniz kadar isyan eden aboneniz olmazdi internet hizmet numaram dir yaklasik hafta once ultra netten hiper nete gecis icin basvurdum tarihinde internetim gitti ariza kaydi actirdim fakat gundur herhangi sey yapilmadigi gibi sorunun oldugu hakkinda bilgi verilmiyor sonu utanmadan beni magdur ettiginizi unutup benden faturayi eksiksiz alacaginiza eminim yeni bina icin internet beklemistik turk telekom beni hic sasirtmadi sorunum cozulmesi magduriyetimin hic gecikmeden giderilmesini talep ediyorum
10375,merhaba size nasil yardimci olabiliriz
10376,s kadar abi
10377,bu giga olunca ronaldonun seyine jet motoru takmis oluyorsunuz
10378,#pazarlamakonferansi baslayacak mi? sevgili #turkcell
10379,turkcell müsteri hizmetleri aramıs sadece 532 ise peri .
10380,keske reklamda olanlar gercek olsa
10381,yav yorumlari okuyorum tam rezaletsiniz ronaldoyu degil alayini getirseniz gol cikmaz
10382,teknosa karne hediyeri baskadir gelmeyen veliler pismandir daha firsat zor gelir haydi birlikte teknosaya kosmakdir
10383,lutfen biri ilgilene bilir
10384,nokia aeon geldim acaba
10385,"avea , turkcell'i boşver de, vodafone'u bile karşına aliyorsun. 1 dünya devi. helal! arlandayız!!!"
10386,dondurdugum hattima fatura uyguladiniz tahmini sira bekledim tlf baglanmasi icin bana son soylenen sokaginizda altyapi yok siraya alalim fiber internettin kacini kullanma hakkiniz var kullanim hakki alan sirket bile sizin kadar reklam yapamiyor
10387,ttnet uzak durun kesinlikle sozlesme yapmayin kullanmadiginiz internetin faturasini zorla odetiyorlar dolandirici sirket allah kimseyi ellerine dusurmesin ohh kurtuldum sonunda kat daha hizli daha ucuz superonline turkcell gecin dunya varmis be
10388,yazik paraya
10389,kullaniyorum tavsiye ederim iyi
10390,biraz eski kafali oldugum dogrudur onumuz kis ben kis gercekten isinmak istiyorum yuzden elektrikli sobayi kenara atmak kabarik faturalardan kurtulurken sicak yuvamin daha sicak olmasini kuzine saglamak istiyorum ayrica uzerinde pisen kestanenin tadini hangi elektrikli soba verebilir
10391,"reklam filmlerindeki ""dış ses""in, son yıllarda #rte tonlamasında konuştuğunu (kasımpaşalı stayla) fark eden bir ben değilim"
10392,ya isiniz gucunuz reklam reklam harcadiginiz parayi hizmete harcasaniz madur olmacagiz show yapmayin hizmet getirin show yapmayin hizmet getirin bakan binali yildirim
10393,"sana katılıyorum  , hizmet kalitesine önem verdigini düşünen    bu iste"
10394,sevgili telekom oncelikle omrumu yedin avea demek istiyorum bayiden telefon almak icin islem yaptim karisiklik olustu iptal edin ben baska cihaz almak istiyorum dedim yok iptal edemeyiz allah allah telefonu almadim imza atmadim lakin alacaksin musteri hizmetlerini aradim alacaksin istersen sozlesmeyi iptal ederim ilk fatura tum bedeli odersin yuh telefona daha surmedim sistemden islemi iptal edecek yetkili yok ben bulamadim cihazi almadim sozlesmeyi imzalamadim ama hop faturama ilk taksidi yansitmislar kalite musteri memnuniyeti anlayamadim bunlar kablolari resmen bize dosuyorlar tane faturali hattim var hepsi nafile memleket fiberlense olur beni magdur ettikten sonra
10395,turkcell hayatımdakı kolaylık ondan :)
10396,keske nette arastirsaydim almadan once almazdim farka baska markanin daha genis ekranini alirdim yerlidir servisi vardir dedim garantinin seyi kaplamadigini yine para verecegimizi bilseydim degisim dahi yapilmadigini sorunu yasadigim halde nete bakmayin onlar yalan diyip dunde musteri bundan sikayetciydi yada adres var hepsini kontrol edicem demesine ilginc tezat
10397,cocuklarimiz televizyonu bekleyedursun hic muhatap yok keske medya marketten alsaydik ayni fiyatti
10398,evet hep takdir aldim
10399,türkcelle bağlan hayata :)
10400,parmak izi acamiyorum
10401,"bir gün herkes 15 dakikalığına milletvekili olsa. 7750 lira emeklilik maaşı. yolu, yemeği de veriyorlarmış. hayat paylaşınca güzel."
10402,aydir magdurum nakil islemimi sonuclandirmadiginiz gibi avcilar telekom mudurlugunuz islemi cozmedigi gibi hattiniz iptal edin veya tuketici mahkemesine basvura bilirsiniz diye yonlediriyor cagri merkeziniz geri donus yapiyor bizim yapacak seyimiz yok diyor nasil firmasiniz sistemlerinizde sikayet kaydim mevcut son sikayet kaydimin numarasi lutfen artik cozun daha fazla magdur etmeyin magduriyetim gidirilene kadar buradan yaziyi paylasmaya devam edecegim
10403,laaaaaan golü yedik mobil tv de gitti!!! ebeni turkcell ebeni ligtv!!!
10404,bir iphone neden 3g bağlanmaz?turkcell sorun bende değil der.teknik servise de gitti geldi.ndn hala 3g görmez?bu tel. amacı bu değil mı?
10405,sadece yayinlanacak prenses elena hediyeleri yok
10406,o değilde ben turkcell reklamında zamanın selocanlarındandım yani ona göre
10407,"""verilen sure icinde belgelerinizi tamamlamadiginiz icin hattiniz aramalara kapatilmistir"" diyen  e koca bi alkış istiyorum"
10408,ne kardesim evlerimizde bulunan internet hizmetini diye satiyorlar internet yavas diye ariyoruz desteklemiyor hattiniz gecin diyorlar butun kasaba olarak hic gecemedik avea demissin allah dusmanima vermesin yaziklar olsun hepinize
10409,"sabah sabah ne guzel msg atiyorsun,bu faturayla rekor kirdim =p#*"
10410,kral hakan
10411,hemde cellim ağzıyla turkcell+cocacola &gt; vodafone+pepsi
10412,sertap erener'i benim hattıma davet ediyorum baksın bakalım turkcell 4 mü çekiyo-muş.kafamı yediğimle kaldım :)
10413,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
10414,haydi hayirlisi
10415,merhaba bana ttnet online satis kanalindan internet satisi yapildiginda faturamin olacagi soylenmisti seklindeydi ancak aydir faturalarim olarak gelmektedir durumun duzeltilmesi icin ncu sikayetin hala duzelmis degil konunun satis ses kayitlarinizdan incelenerek faturamin yeniden duzeltilmesi gerekmektedir lutfen gerekli hassasiyeti gosteriniz cunku bana satis yapilirken internet ucreti telefon ucreti idi lutfen duzeltin sonuc sayin muzaffer avci sirketimize iletmis oldugunuz sikayetiniz hakkinda gerekli inceleme calismalar titizlikle yapilarak tamamlanmistir yapilan inceleme neticesinde hizmet numarali adsl aboneliginize ait sikayetinize istinaden tarafiniza donus yapilarak faturanizdan iade isleminin tamamlandigi aciklanmistir mevcut paketiniz hakkinda bilgi verilmistir bilgilerinize arz ederiz saygilarimla sekilde bana bilgi geldi ancak mart ayi faturasi yine kusur lira geldi eger verdiginiz taahudu yerine getirmeyecekseniz lutfen zararimi tazmin edip sozlesmenizi fesh edin lutfen lutfen soz verdiginiz gibi faturalarim olarak gelsin yoksa kanuni haklarimi kullanmak zorunda kalacagim ses kayitlarinizi kontrol edin lutfen her turin olarak size yazmaktan usandim lutfen problemi cozun cozumsuzluk kaynagi olmayin siz verdiginiz sozu bende taahut geregini yerini getireyim
10416,tekno garanti almis oldugum tablet arizalandi almis oldugum teknosaya goturdum yazilim hatasi oldugu garanti disi oldugu soylendi zaman satarlerken herseye karsi garantili deniyor neden insanlari yaniltiyorsunuz teknosa internet sitenizden defa mail attim tenezzul edip cevap bile vermediniz sizin hizmet anlayisiniz sadece mali satmak parasini almakmidir magazanizdan tabletten sonra urun daha aldim masallah hepsi teknogarantide kafam rahat
